Link,Comuna,Propiedad,Tipo,precio,precio_CLP,Ubicación,Dormitorios,Baños,Metros,Entrega,Disponibles
https://portalinmobiliario.com/MLC-1609556517-se-arrienda-espectacular-casa-822-95674-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Se Arrienda Espectacular Casa - 822 (95674),casa,"$
2.850.000",2850000,"Condominio Valenzuela Puelma 1 - 300, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,4 baños,312 m² útiles,,
https://portalinmobiliario.com/MLC-2871455340-arriendo-casa-p-de-gales-la-reina-excelente-ubicacion--_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,"Arriendo Casa P. De Gales , La Reina Excelente Ubicacion ¡¡¡",casa,"$
1.800.000",1800000,"Av. Príncipe De Gales 8591, La Reina, Carlos Ossandón, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,143 m² útiles,,
https://portalinmobiliario.com/MLC-2887863138-propiedad-excepcional-con-sus-896-m-de-terreno-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Propiedad Excepcional Con Sus 896 M² De Terreno,casa,"$
2.500.000",2500000,"Las Perdices 2100 - 2400, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,4 baños,217 m² útiles,,
https://portalinmobiliario.com/MLC-2884645536-amplia-y-esplendida-casa-en-privilegiado-sector-de-la-reina-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Amplia Y Espléndida Casa En Privilegiado Sector De La Reina,casa,"$
3.000.000",3000000,"La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,3 baños,500 m² útiles,,
https://portalinmobiliario.com/MLC-1609757941-la-reina-4-dormitorios-mas-servicios-quincho-piscina-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,"La Reina - 4 Dormitorios Más Servicios, Quincho, Piscina",casa,"$
1.400.000",1400000,"Simón González 8100 - 8400, La Reina, Carlos Ossandón, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,130 m² útiles,,
https://portalinmobiliario.com/MLC-2888486422-casa-chilena-con-piscina-y-gran-jardin-formado-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Casa Chilena Con Piscina Y Gran Jardín Formado,casa,"$
2.850.000",2850000,"La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,5 baños,335 m² útiles,,
https://portalinmobiliario.com/MLC-1605891913-excelente-casa-la-reina-alta-5d6b-a-casanova-c-41112-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Excelente Casa La Reina Alta 5d+6b. A. Casanova C. 41112,casa,"UF
90",3523140,"Alvaro Casanova 1200 - 1500, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,6 baños,1.000 m² útiles,,
https://portalinmobiliario.com/MLC-1606982963-bella-casa-en-condominio-sin-gastos-comunes-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Bella Casa En Condominio Sin Gastos Comunes,casa,"$
2.200.000",2200000,"Julia Bernstein 1 - 300, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,4 baños,220 m² útiles,,
https://portalinmobiliario.com/MLC-2873350978-casa-en-arriendo-de-6-dorm-en-la-reina-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Casa En Arriendo De 6 Dorm. En La Reina,casa,"$
2.300.000",2300000,"Casa En Condominio / Las Perdices / Príncipe De Gales, La Reina, RM (Metropolitana)",6 dormitorios,3 baños,240 m² útiles,,
https://portalinmobiliario.com/MLC-1609378287-arriendo-de-casa-en-la-reina-escultora-rebeca-matte-la-rein-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Arriendo De Casa En La Reina Escultora Rebeca Matte. La Rein,casa,"$
1.900.000",1900000,"Escultora Rebeca Matte., La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,160 m² útiles,,
https://portalinmobiliario.com/MLC-1609720867-amplia-casa-en-arriendo-en-la-reina-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Amplia Casa En Arriendo En La Reina,casa,"$
2.850.000",2850000,"Valenzuela Puelma, La Reina Alta, La Reina, RM (Metropolitana), La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,335 m² útiles,,
https://portalinmobiliario.com/MLC-1609837601-amplia-casa-en-arriendo-en-la-reina-alta-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Amplia Casa En Arriendo En La Reina Alta,casa,"$
3.000.000",3000000,"Valenzuela Puelma, La Reina Alta, La Reina, RM, La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,340 m² útiles,,
https://portalinmobiliario.com/MLC-1596464685-nva-valenzuela-llanos-fdocastillo-velasco4d3b-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,"Nva Valenzuela Llanos/ Fdo.castillo Velasco,4d/3b",casa,"UF
41",1604986,"Nva Valenzuela Llanos 1 - 300, La Reina, Carlos Ossandón, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,116 m² útiles,,
https://portalinmobiliario.com/MLC-2883158526-espectacular-casa-mediterranea-6d5bsubt-alvaro-casanova-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Espectacular Casa Mediterránea 6d+5b+subt- Alvaro Casanova,casa,"UF
90",3523140,"Alvaro Casanova 1751, La Reina, Región Metropolitana, Chile, La Reina Alta, La Reina, RM (Metropolitana)",6 dormitorios,5 baños,450 m² útiles,,
https://portalinmobiliario.com/MLC-1601845025-bilbao-arriendo-de-casa-con-gran-terreno-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,"Bilbao, Arriendo De Casa Con Gran Terreno.",casa,"$
5.000.000",5000000,"Príncipe De Gales, Metro Príncipe De Gales - Country Club, La Reina, RM (Metropolitana)",6 dormitorios,4 baños,335 m² útiles,,
https://portalinmobiliario.com/MLC-1601356141-casa-en-arriendo-con-opcion-de-compra-en-la-reina-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Casa En Arriendo Con Opción De Compra En La Reina,casa,"UF
52",2035592,"Carlos Ossandón, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,140 m² útiles,,
https://portalinmobiliario.com/MLC-2884956676-arrienda-tu-proxima-casa-en-la-reina-alta-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,¡arrienda Tu Próxima Casa En La Reina Alta!,casa,"$
2.450.000",2450000,"La Reina, La Reina Alta, RM (Metropolitana)",5 dormitorios,2 baños,153 m² útiles,,
https://portalinmobiliario.com/MLC-2870970850-arriendo-amplia-casa-de-un-piso-uso-comercial-la-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,"Arriendo Amplia Casa De Un Piso, Uso Comercial. La...",casa,"UF
55",2153030,"La Reina, Palmas De Mallorca, RM (Metropolitana)",4 dormitorios,2 baños,204 m² útiles,,
https://portalinmobiliario.com/MLC-2869957240-arriendo-amoblada-impecable-y-moderna-casa-en-con-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Arriendo Amoblada: Impecable Y Moderna Casa En Con...,casa,"$
3.100.000",3100000,"Santiago, La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,220 m² útiles,,
https://portalinmobiliario.com/MLC-1606294435-espectacular-casa-en-arriendo-la-reina-alta-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,"Espectacular Casa En Arriendo, La Reina Alta",casa,"$
3.000.000",3000000,"La Reina, La Reina Alta, RM (Metropolitana)",4 dormitorios,4 baños,500 m² útiles,,
https://portalinmobiliario.com/MLC-2867395936-reina-altavista-privilegiada-c422361-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Reina Alta/vista Privilegiada C_422361,casa,"$
3.000.000",3000000,"La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,240 m² útiles,,
https://portalinmobiliario.com/MLC-1605399719-se-arrienda-acogedora-casa-en-sector-residencial-la-reina-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Se Arrienda Acogedora Casa En Sector Residencial La Reina,casa,"UF
62",2427052,"Helsby 9041, La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,150 m² útiles,,
https://portalinmobiliario.com/MLC-1600090449-maravillosa-casa-en-arriendo-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Maravillosa Casa En Arriendo,casa,"UF
90",3523140,"Helsby 10000, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,7 baños,1.390 m² útiles,,
https://portalinmobiliario.com/MLC-2891093878-arriendo-con-opcion-de-compra-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Arriendo Con Opción De Compra,casa,"UF
46",1800716,"La Reina, 1 - 300, Carlos Ossandón, La Reina, RM (Metropolitana)",5 dormitorios,3 baños,165 m² útiles,,
https://portalinmobiliario.com/MLC-1604189941-arriendo-casa-amoblada-5d-6b-piscina-quincho-en-la-reina--_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Arriendo Casa Amoblada 5d 6b Piscina Quincho En La Reina .,casa,"$
3.500.000",3500000,"Principe De Gales, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,6 baños,270 m² útiles,,
https://portalinmobiliario.com/MLC-2884339278-casa-en-condominio-3-dorms-serv-jardin-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Casa En Condominio / 3 Dorms + Serv / Jardín,casa,"$
1.600.000",1600000,"Veintitrés De Febrero 8010, La Reina, Carlos Ossandón, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,140 m² útiles,,
https://portalinmobiliario.com/MLC-1600551659-alvaro-casanova-condominio-maravillosa-parque-mahuida-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Alvaro Casanova Condominio Maravillosa Parque Mahuida,casa,"$
2.600.000",2600000,"Alvaro Casanova 600 - 900, Santiago, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,220 m² útiles,,
https://portalinmobiliario.com/MLC-2876265666-casa-condominio-sector-parque-mahuida-extraordinaria-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Casa Condominio Sector Parque Mahuida Extraordinaria,casa,"$
3.100.000",3100000,"Alvaro Casanova 600 - 900, Santiago, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,220 m² útiles,,
https://portalinmobiliario.com/MLC-1609842157-arriendo-casa-5dorm-sala-de-estar-oficina-y-casa-extra-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,"Arriendo Casa 5dorm, Sala De Estar, Oficina Y Casa Extra",casa,"UF
75",2935950,"Simón González C/ Carlos Ossandón, 8000-9000, Carlos Ossandón, La Reina, RM (Metropolitana)",5 dormitorios,5 baños,331 m² útiles,,
https://portalinmobiliario.com/MLC-1600631663-nicanor-plaza-helsby-exclusivo-condominio-4-casas-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,"Nicanor Plaza, Helsby, Exclusivo Condominio 4 Casas",casa,"UF
150",5871900,"NICANOR PLAZA, HELSBY, EXCLUSIVO CONDOMINIO 4 CASAS, La Reina Alta, La Reina, RM (Metropolitana)",8 dormitorios,8 baños,552 m² útiles,,
https://portalinmobiliario.com/MLC-1605977269-pepe-vila-321-edo-castillo-velasco-amplia-casa-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Pepe Vila 321 - Edo Castillo Velasco / Amplia Casa,casa,"UF
57",2231322,"Pepe Vila 321, La Reina, Chile, Pepe Vila, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,180 m² útiles,,
https://portalinmobiliario.com/MLC-1586834001-hermosa-casa-en-la-reina-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,Hermosa Casa En La Reina,casa,"$
2.600.000",2600000,"Alvaro Casanova 600 - 900, Santiago, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,220 m² útiles,,
https://portalinmobiliario.com/MLC-2873297102-arriedo-la-reina-metro-eduardo-castillo-velasco-4-dorm-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=4ba15bf4-7b86-4625-a231-9a56034e2757,la-reina,"Arriedo La Reina Metro Eduardo Castillo Velasco, 4 Dorm",casa,"$
1.500.000",1500000,"AV. ALCALDE FERNANDO CASTILLO VELASCO, Pepe Vila, La Reina, RM (Metropolitana)",4 dormitorios,4 baños,115 m² útiles,,
https://portalinmobiliario.com/MLC-2884313500-casa-en-arriendo-con-compromiso-de-venta-la-reina-_JM#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa En Arriendo Con Compromiso De Venta - La Reina,casa,"$
1.950.000",1950000,"REINA VICTORIA 6000 - 7000, Metro Príncipe De Gales - Country Club, La Reina, RM (Metropolitana)",5 dormitorios,3 baños,190 m² útiles,,
https://portalinmobiliario.com/MLC-2885869100-preciosa-casa-5-dormitorios-en-la-reina-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Preciosa Casa 5 Dormitorios En La Reina,casa,"$
1.400.000",1400000,"Av. Tobalaba 6145, La Reina, Metro Simón Bolivar, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,150 m² útiles,,
https://portalinmobiliario.com/MLC-1602185511-casa-arriendo-castillo-velasco-5-dormitorios-la-reina-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa Arriendo Castillo Velasco 5 Dormitorios La Reina,casa,"UF
50",1957300,"José Zapiola/Carlos Ossandon, Carlos Ossandón, La Reina, RM (Metropolitana)",5 dormitorios,4 baños,185 m² útiles,,
https://portalinmobiliario.com/MLC-2876457240-arriendo-casa-la-reina-8d7b-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,"Arriendo, Casa, La Reina. 8d/7b",casa,"$
4.000.000",4000000,"Valenzuela Puelma, La Reina Alta, La Reina, RM (Metropolitana)",8 dormitorios,7 baños,388 m² útiles,,
https://portalinmobiliario.com/MLC-1604188051-casa-en-arriendo-de-4-dorm-en-la-reina-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa En Arriendo De 4 Dorm. En La Reina,casa,"UF
50",1957300,"LAS PERDICES 0570, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,175 m² útiles,,
https://portalinmobiliario.com/MLC-2865274772-amplia-y-hermosa-casa-en-arriendo-julia-bernstein-la-reina-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,"Amplia Y Hermosa Casa En Arriendo, Julia Bernstein, La Reina",casa,"$
2.800.000",2800000,"Julia Bernstein 467, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,5 baños,300 m² útiles,,
https://portalinmobiliario.com/MLC-2879252698-arriendo-casa-5-dorm-la-reina-alta-1600-m2-terreno-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,"Arriendo Casa 5 Dorm La Reina Alta, 1600 M2 Terreno.",casa,"$
2.800.000",2800000,"Álvaro Casanova / María Monvel, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,4 baños,240 m² útiles,,
https://portalinmobiliario.com/MLC-1610651877-rebajada-en-reina-victoria-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Rebajada En Reina Victoria,casa,"$
1.950.000",1950000,"Reina Victoria 6300 - 6600, La Reina, Metro Príncipe De Gales - Country Club, La Reina, RM (Metropolitana)",5 dormitorios,3 baños,196 m² útiles,,
https://portalinmobiliario.com/MLC-2886857592-se-arrienda-gran-casa-en-onofre-jarpa-la-reina-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Se Arrienda Gran Casa En Onofre Jarpa - La Reina,casa,"$
6.000.000",6000000,"La Reina Alta, La Reina, RM (Metropolitana)",7 dormitorios,7 baños,600 m² útiles,,
https://portalinmobiliario.com/MLC-1610098385-casa-en-arriendo-de-4-dorm-en-la-reina-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Casa En Arriendo De 4 Dorm. En La Reina,casa,"$
1.980.000",1980000,"Valenzuela Puelma /Padre Hurtado Sur, La Reina Alta, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,193 m² útiles,,
https://portalinmobiliario.com/MLC-1607779795-arriendo-hermosa-y-amplia-casa-simon-gonzalez-la-reina-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,"Arriendo Hermosa Y Amplia Casa, Simón González, La Reina.",casa,"UF
75
,
50",2935950,"Simón González 8199, La Reina, Carlos Ossandón, La Reina, RM (Metropolitana)",5 dormitorios,3 baños,193 m² útiles,,
https://portalinmobiliario.com/MLC-1603573689-arriendo-casa-comercial-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Arriendo Casa Comercial,casa,"$
7.000.000",7000000,"Fernando Castillo Velasco 7400, Carlos Ossandón, La Reina, RM (Metropolitana)",4 dormitorios,3 baños,177 m² útiles,,
https://portalinmobiliario.com/MLC-1601693131-alvaro-casanova-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Alvaro Casanova,casa,"UF
90",3523140,"Alvaro Casanova 1271, A, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,5 baños,450 m² útiles,,
https://portalinmobiliario.com/MLC-1598197383-onofre-jarpaalvaro-casanova-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=c454c26c-4ec2-4c63-aca4-c38852b2a040,la-reina,Onofre Jarpa/alvaro Casanova,casa,"$
3.500.000",3500000,"Onofre Jarpa 10625, La Reina, La Reina Alta, La Reina, RM (Metropolitana)",5 dormitorios,3 baños,400 m² útiles,,
